Area,Area_Lat,Area_Lon,Hospital,Hospital_Lat,Hospital_Lon
Nanganallur,12.98,80.19,Dr. Kamakshi Memorial,12.9345,80.2137
Nanganallur,12.98,80.19,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Nanganallur,12.98,80.19,Lakshmi Nursing Home,12.952,80.147
Nanganallur,12.98,80.19,Kauvery Radial Road,12.932,80.211
Nanganallur,12.98,80.19,Lifeline Hospital,12.968,80.242
Nanganallur,12.98,80.19,Parvathy Hospital,12.951,80.145
Nanganallur,12.98,80.19,Kavitha Hospital,12.95,80.144
Nanganallur,12.98,80.19,VHS Hospital,12.989,80.2455
Nanganallur,12.98,80.19,Gem Hospital,12.961,80.243
Kotturpuram,13.02,80.24,Adyar Cancer Institute,13.004,80.249
Kotturpuram,13.02,80.24,Cancer Institute (WIA),13.004,80.249
Kotturpuram,13.02,80.24,Motherhood Hospital,13.033,80.255
Kotturpuram,13.02,80.24,Apollo Sugar Clinic,13.033,80.255
Kotturpuram,13.02,80.24,Apollo Spectra,13.026,80.261
Kotturpuram,13.02,80.24,Kauvery Alwarpet,13.035,80.256
Kotturpuram,13.02,80.24,Fortis Malar,13.0067,80.2589
Kotturpuram,13.02,80.24,Be Well Hospital,13.043,80.232
Kotturpuram,13.02,80.24,Venkatramana Hospital,13.035,80.26
Kotturpuram,13.02,80.24,Cloudnine Hospital (T Nagar),13.045,80.245
Kotturpuram,13.02,80.24,Bloom Health Care,12.998,80.255
Kotturpuram,13.02,80.24,Aarthi Scans & Hospital,13.042,80.225
Kotturpuram,13.02,80.24,Apollo Teynampet,13.045,80.25
Kotturpuram,13.02,80.24,Trinity Acute Care,13.03,80.265
Kotturpuram,13.02,80.24,Isabel Hospital,13.039,80.261
Kotturpuram,13.02,80.24,Dr. Agarwal's Eye Hospital,13.039,80.261
Kotturpuram,13.02,80.24,MGM Healthcare,13.045,80.255
Kotturpuram,13.02,80.24,Abhijay Hospital,13.021,80.21
Kotturpuram,13.02,80.24,Noble Hospital,13.034,80.213
Kotturpuram,13.02,80.24,Medway Hospital,13.049,80.228
Saidapet,13.021,80.223,Abhijay Hospital,13.021,80.21
Saidapet,13.021,80.223,Noble Hospital,13.034,80.213
Saidapet,13.021,80.223,Aarthi Scans & Hospital,13.042,80.225
Saidapet,13.021,80.223,Be Well Hospital,13.043,80.232
Saidapet,13.021,80.223,Sri Balaji Hospital,13.0104,80.198
Saidapet,13.021,80.223,St. Thomas Hospital,13.0044,80.2015
Saidapet,13.021,80.223,Raadha Rajendran Hospital,13.002,80.203
Saidapet,13.021,80.223,Medway Hospital,13.049,80.228
Saidapet,13.021,80.223,Meenakshi Mission,13.04,80.2
Saidapet,13.021,80.223,SIMS Hospital,13.048,80.21
Saidapet,13.021,80.223,Narayana Health,13.048,80.21
Saidapet,13.021,80.223,Adyar Cancer Institute,13.004,80.249
Saidapet,13.021,80.223,Cancer Institute (WIA),13.004,80.249
Saidapet,13.021,80.223,ESI Hospital,13.04,80.198
Saidapet,13.021,80.223,Vijaya Hospital,13.051,80.211
Saidapet,13.021,80.223,Cloudnine Hospital (T Nagar),13.045,80.245
Saidapet,13.021,80.223,Motherhood Hospital,13.033,80.255
Saidapet,13.021,80.223,Apollo Sugar Clinic,13.033,80.255
Saidapet,13.021,80.223,Kauvery Alwarpet,13.035,80.256
Saidapet,13.021,80.223,Apollo Teynampet,13.045,80.25
T Nagar,13.0418,80.2341,Be Well Hospital,13.043,80.232
T Nagar,13.0418,80.2341,Aarthi Scans & Hospital,13.042,80.225
T Nagar,13.0418,80.2341,Medway Hospital,13.049,80.228
T Nagar,13.0418,80.2341,Cloudnine Hospital (T Nagar),13.045,80.245
T Nagar,13.0418,80.2341,Child Trust Hospital,13.055,80.243
T Nagar,13.0418,80.2341,Kanchi Kamakoti CHILDS Trust,13.055,80.243
T Nagar,13.0418,80.2341,Apollo Teynampet,13.045,80.25
T Nagar,13.0418,80.2341,Rainbow Childrens Hospital,13.05,80.25
T Nagar,13.0418,80.2341,MGM Healthcare,13.045,80.255
T Nagar,13.0418,80.2341,Noble Hospital,13.034,80.213
T Nagar,13.0418,80.2341,Motherhood Hospital,13.033,80.255
T Nagar,13.0418,80.2341,Apollo Sugar Clinic,13.033,80.255
T Nagar,13.0418,80.2341,Kauvery Alwarpet,13.035,80.256
T Nagar,13.0418,80.2341,V S Hospital,13.065,80.24
T Nagar,13.0418,80.2341,Vijaya Hospital,13.051,80.211
T Nagar,13.0418,80.2341,SIMS Hospital,13.048,80.21
T Nagar,13.0418,80.2341,Narayana Health,13.048,80.21
T Nagar,13.0418,80.2341,Apollo Greams Road,13.0607,80.252
T Nagar,13.0418,80.2341,Dr. Mehta's Hospital,13.068,80.235
T Nagar,13.0418,80.2341,Mehta Multispeciality,13.068,80.235
Ashok Nagar,13.0345,80.2126,Noble Hospital,13.034,80.213
Ashok Nagar,13.0345,80.2126,Meenakshi Mission,13.04,80.2
Ashok Nagar,13.0345,80.2126,Abhijay Hospital,13.021,80.21
Ashok Nagar,13.0345,80.2126,SIMS Hospital,13.048,80.21
Ashok Nagar,13.0345,80.2126,Narayana Health,13.048,80.21
Ashok Nagar,13.0345,80.2126,Aarthi Scans & Hospital,13.042,80.225
Ashok Nagar,13.0345,80.2126,ESI Hospital,13.04,80.198
Ashok Nagar,13.0345,80.2126,Vijaya Hospital,13.051,80.211
Ashok Nagar,13.0345,80.2126,Sooriya Hospital,13.053,80.205
Ashok Nagar,13.0345,80.2126,Medway Hospital,13.049,80.228
Ashok Nagar,13.0345,80.2126,Be Well Hospital,13.043,80.232
Ashok Nagar,13.0345,80.2126,Sri Balaji Hospital,13.0104,80.198
Ashok Nagar,13.0345,80.2126,MIOT International,13.0232,80.1837
Ashok Nagar,13.0345,80.2126,St. Thomas Hospital,13.0044,80.2015
Ashok Nagar,13.0345,80.2126,Raadha Rajendran Hospital,13.002,80.203
Ashok Nagar,13.0345,80.2126,Cloudnine Hospital (T Nagar),13.045,80.245
Ashok Nagar,13.0345,80.2126,Grace Multispeciality,13.045,80.18
Ashok Nagar,13.0345,80.2126,Child Trust Hospital,13.055,80.243
Ashok Nagar,13.0345,80.2126,Kanchi Kamakoti CHILDS Trust,13.055,80.243
Ashok Nagar,13.0345,80.2126,Srushti Hospital,13.025,80.175
Palavakkam,12.9626,80.2563,Apollo Speciality (Perungudi),12.9656,80.2469
Palavakkam,12.9626,80.2563,Gem Hospital,12.961,80.243
Palavakkam,12.9626,80.2563,Apollo Proton Centre,12.9765,80.2514
Palavakkam,12.9626,80.2563,Lifeline Hospital,12.968,80.242
Palavakkam,12.9626,80.2563,VHS Hospital,12.989,80.2455
Palavakkam,12.9626,80.2563,Cura Hospital,12.941,80.236
Palavakkam,12.9626,80.2563,Asian Hospital,12.997,80.263
Palavakkam,12.9626,80.2563,Bloom Health Care,12.998,80.255
Palavakkam,12.9626,80.2563,Prashanth Hospital (Velachery),12.98,80.22
Palavakkam,12.9626,80.2563,Adyar Cancer Institute,13.004,80.249
Palavakkam,12.9626,80.2563,Cancer Institute (WIA),13.004,80.249
Palavakkam,12.9626,80.2563,Fortis Malar,13.0067,80.2589
Palavakkam,12.9626,80.2563,Dr. Kamakshi Memorial,12.9345,80.2137
Palavakkam,12.9626,80.2563,Dr. Kamakshi (Pallikaranai),12.9345,80.2137
Palavakkam,12.9626,80.2563,Apollo OMR (Karapakkam),12.9186,80.2297
Palavakkam,12.9626,80.2563,Apollo Cradle (Karapakkam),12.9186,80.2297
Palavakkam,12.9626,80.2563,Kauvery Radial Road,12.932,80.211
Palavakkam,12.9626,80.2563,Subhikshaa Hospital,12.988,80.205
Palavakkam,12.9626,80.2563,Apollo Spectra,13.026,80.261
Palavakkam,12.9626,80.2563,Prime Indian Hospital,12.985,80.195
Neelankarai,12.9471,80.2536,Gem Hospital,12.961,80.243
Neelankarai,12.9471,80.2536,Cura Hospital,12.941,80.236
Neelankarai,12.9471,80.2536,Apollo Speciality (Perungudi),12.9656,80.2469
Neelankarai,12.9471,80.2536,Lifeline Hospital,12.968,80.242
Neelankarai,12.9471,80.2536,Apollo Proton Centre,12.9765,80.2514
Neelankarai,12.9471,80.2536,Apollo OMR (Karapakkam),12.9186,80.2297
